"2024-03-04_23:55:16","0.0000","0.0000"
"2024-03-04_23:55:17","0.0042","0.0011"
"2024-03-04_23:55:18","0.0070","0.0140"
"2024-03-04_23:55:19","0.0216","0.0201"
"2024-03-04_23:55:20","0.0127","0.0209"
"2024-03-04_23:55:22","18.6800","0.0204"
"2024-03-04_23:55:23","3.1200","0.0173"
"2024-03-04_23:55:24","0.0070","0.0036"
"2024-03-04_23:55:25","0.0000","0.0057"
"2024-03-04_23:55:26","0.0078","0.0043"
"2024-03-04_23:55:27","0.0000","0.0056"
"2024-03-04_23:55:28","0.0072","0.0036"
"2024-03-04_23:55:29","0.0099","0.0063"
"2024-03-04_23:55:31","0.0048","0.0036"
"2024-03-04_23:55:32","0.0032","0.0055"
"2024-03-04_23:55:33","0.0073","0.0039"
"2024-03-04_23:55:34","0.0000","0.0053"
"2024-03-04_23:55:35","0.0074","0.0039"
"2024-03-04_23:55:36","0.0000","0.0054"
"2024-03-04_23:55:37","0.0082","0.0046"
"2024-03-04_23:55:38","0.0000","0.0054"
"2024-03-04_23:55:40","0.0209","0.0046"
"2024-03-04_23:55:41","0.0000","0.0063"
"2024-03-04_23:55:42","0.0080","0.0038"
"2024-03-04_23:55:43","6.2200","0.0078"
"2024-03-04_23:55:44","3.1200","0.0059"
"2024-03-04_23:55:45","0.0000","0.0057"
"2024-03-04_23:55:46","40.4500","0.0490"
"2024-03-04_23:55:47","46.6700","0.0751"
"2024-03-04_23:55:48","34.2300","0.0606"
"2024-03-04_23:55:50","7.9300","0.0373"
"2024-03-04_23:55:51","44.9800","0.0596"
"2024-03-04_23:55:52","49.7800","0.0576"
"2024-03-04_23:55:53","40.4500","0.0467"
"2024-03-04_23:55:54","31.1100","0.0373"
"2024-03-04_23:55:55","41.7900","0.0329"
"2024-03-04_23:55:56","48.4400","0.0785"
"2024-03-04_23:55:57","62.0900","0.0759"
"2024-03-04_23:55:59","74.8100","0.0962"
"2024-03-04_23:56:00","62.2400","0.1064"
"2024-03-04_23:56:01","70.8800","0.1038"
"2024-03-04_23:56:02","80.5300","0.1247"
"2024-03-04_23:56:03","72.6100","0.1480"
"2024-03-04_23:56:04","74.6700","0.1253"
"2024-03-04_23:56:06","80.8900","0.1287"
"2024-03-04_23:56:07","83.5700","0.1440"
"2024-03-04_23:56:08","87.5500","0.1453"
"2024-03-04_23:56:09","84.9800","0.1432"
"2024-03-04_23:56:10","83.6600","0.2014"
"2024-03-04_23:56:11","86.5100","0.1442"
"2024-03-04_23:56:12","93.3400","0.1383"
"2024-03-04_23:56:14","90.2300","0.1329"
"2024-03-04_23:56:15","93.2600","0.1481"
"2024-03-04_23:56:16","87.2000","0.1352"
"2024-03-04_23:56:17","84.8000","0.1413"
"2024-03-04_23:56:18","96.9400","0.1658"
"2024-03-04_23:56:19","79.6200","0.1446"
"2024-03-04_23:56:20","71.5700","0.1186"
"2024-03-04_23:56:21","82.2800","0.1484"
"2024-03-04_23:56:23","81.0800","0.1290"
"2024-03-04_23:56:24","84.5100","0.1410"
"2024-03-04_23:56:25","87.1200","0.1465"
"2024-03-04_23:56:26","99.2400","0.2068"
"2024-03-04_23:56:27","96.7700","0.1449"
"2024-03-04_23:56:28","60.0800","0.0845"
"2024-03-04_23:56:29","73.7000","0.1241"
"2024-03-04_23:56:31","73.9900","0.1209"
"2024-03-04_23:56:32","58.7600","0.0601"
"2024-03-04_23:56:33","68.4500","0.1058"
"2024-03-04_23:56:34","78.8400","0.1256"
"2024-03-04_23:56:35","80.8900","0.1451"
"2024-03-04_23:56:36","43.5600","0.0566"
"2024-03-04_23:56:37","18.6700","0.0223"
"2024-03-04_23:56:38","36.6000","0.0368"
"2024-03-04_23:56:40","0.0048","0.0100"
"2024-03-04_23:56:41","0.0222","0.0093"
"2024-03-04_23:56:42","0.0028","0.0091"
"2024-03-04_23:56:43","0.0099","0.0041"
"2024-03-04_23:56:44","0.0000","0.0053"
"2024-03-04_23:56:45","0.0100","0.0040"
"2024-03-04_23:56:46","0.0000","0.0053"
"2024-03-04_23:56:47","0.0101","0.0040"
"2024-03-04_23:56:48","0.0000","0.0054"
"2024-03-04_23:56:50","0.0102","0.0295"
"2024-03-04_23:56:51","0.0089","0.0062"
"2024-03-04_23:56:52","0.0109","0.0046"
"2024-03-04_23:56:53","0.0034","0.0134"
"2024-03-04_23:56:54","0.0104","0.0037"
"2024-03-04_23:56:55","0.0000","0.0056"
"2024-03-04_23:56:56","0.0106","0.0038"
"2024-03-04_23:56:57","0.0000","0.0056"
"2024-03-04_23:56:58","0.0105","0.0037"
"2024-03-04_23:57:00","0.0000","0.0075"
"2024-03-04_23:57:01","0.0209","0.0055"
