"2024-03-04_23:52:27","0.0000","0.0000"
"2024-03-04_23:52:28","0.0047","0.0000"
"2024-03-04_23:52:29","0.0033","0.0089"
"2024-03-04_23:52:30","0.0105","0.0067"
"2024-03-04_23:52:31","0.0014","0.0060"
"2024-03-04_23:52:33","0.0069","0.0039"
"2024-03-04_23:52:34","0.0000","0.0053"
"2024-03-04_23:52:35","0.0070","0.0041"
"2024-03-04_23:52:36","0.0015","0.0058"
"2024-03-04_23:52:37","0.0071","0.0041"
"2024-03-04_23:52:38","0.0000","0.0056"
"2024-03-04_23:52:39","0.0054","0.0046"
"2024-03-04_23:52:40","0.0032","0.0060"
"2024-03-04_23:52:41","0.0073","0.0039"
"2024-03-04_23:52:43","0.0000","0.0059"
"2024-03-04_23:52:44","0.0075","0.0039"
"2024-03-04_23:52:45","0.0000","0.0057"
"2024-03-04_23:52:46","0.0074","0.0064"
"2024-03-04_23:52:47","77.7800","0.4196"
"2024-03-04_23:52:49","105.7900","0.5577"
"2024-03-04_23:52:50","99.9800","0.5540"
"2024-03-04_23:52:51","97.0000","0.5091"
"2024-03-04_23:52:52","103.2700","0.5374"
"2024-03-04_23:52:53","45.1000","0.0875"
"2024-03-04_23:52:54","39.5900","0.0944"
"2024-03-04_23:52:55","10.2100","0.0406"
"2024-03-04_23:52:57","81.1300","0.3877"
"2024-03-04_23:52:58","51.7900","0.1342"
"2024-03-04_23:52:59","70.4700","0.2539"
"2024-03-04_23:53:00","48.6300","0.1026"
"2024-03-04_23:53:01","71.0200","0.2553"
"2024-03-04_23:53:02","47.2100","0.0915"
"2024-03-04_23:53:03","71.5600","0.2528"
"2024-03-04_23:53:04","56.0100","0.1171"
"2024-03-04_23:53:06","74.6700","0.3191"
"2024-03-04_23:53:07","60.6400","0.1818"
"2024-03-04_23:53:08","93.2800","0.4538"
"2024-03-04_23:53:09","85.3400","0.3363"
"2024-03-04_23:53:10","59.4400","0.1586"
"2024-03-04_23:53:11","28.0100","0.0498"
"2024-03-04_23:53:12","49.7800","0.0953"
"2024-03-04_23:53:14","43.5600","0.0772"
"2024-03-04_23:53:15","40.4500","0.0761"
"2024-03-04_23:53:16","40.4500","0.0555"
"2024-03-04_23:53:17","42.8700","0.0623"
"2024-03-04_23:53:18","48.9100","0.1162"
"2024-03-04_23:53:19","54.4900","0.1272"
"2024-03-04_23:53:20","53.5200","0.2272"
"2024-03-04_23:53:21","58.5100","0.1501"
"2024-03-04_23:53:22","56.2500","0.1381"
"2024-03-04_23:53:24","56.0000","0.1348"
"2024-03-04_23:53:25","90.4100","0.4329"
"2024-03-04_23:53:26","57.6500","0.1413"
"2024-03-04_23:53:27","54.7800","0.1244"
"2024-03-04_23:53:28","55.4600","0.1478"
"2024-03-04_23:53:29","54.3500","0.1193"
"2024-03-04_23:53:30","70.1100","0.2591"
"2024-03-04_23:53:32","76.4500","0.3035"
"2024-03-04_23:53:33","80.8900","0.3300"
"2024-03-04_23:53:34","65.3400","0.1916"
"2024-03-04_23:53:35","62.2200","0.1900"
"2024-03-04_23:53:36","56.0100","0.1352"
"2024-03-04_23:53:37","56.0000","0.1370"
"2024-03-04_23:53:38","63.5700","0.1730"
"2024-03-04_23:53:39","67.1100","0.2127"
"2024-03-04_23:53:41","52.9000","0.1167"
"2024-03-04_23:53:42","55.5000","0.1368"
"2024-03-04_23:53:43","54.3700","0.1194"
"2024-03-04_23:53:44","58.1500","0.1469"
"2024-03-04_23:53:45","52.9000","0.1143"
"2024-03-04_23:53:46","28.0000","0.0386"
"2024-03-04_23:53:47","8.6100","0.0199"
"2024-03-04_23:53:48","0.0092","0.0066"
"2024-03-04_23:53:50","0.0073","0.0294"
"2024-03-04_23:53:51","0.0087","0.0132"
"2024-03-04_23:53:52","0.0073","0.0000"
"2024-03-04_23:53:53","0.0033","0.0083"
"2024-03-04_23:53:54","0.0100","0.0038"
"2024-03-04_23:53:55","0.0000","0.0056"
"2024-03-04_23:53:56","0.0100","0.0037"
"2024-03-04_23:53:58","0.0000","0.0056"
"2024-03-04_23:53:59","0.0178","0.0047"
"2024-03-04_23:54:00","0.0013","0.0054"
"2024-03-04_23:54:01","0.0103","0.0046"
"2024-03-04_23:54:02","0.0000","0.0053"
"2024-03-04_23:54:03","0.0103","0.0040"
"2024-03-04_23:54:04","0.0000","0.0053"
"2024-03-04_23:54:05","0.0104","0.0040"
"2024-03-04_23:54:06","0.0000","0.0054"
"2024-03-04_23:54:08","0.0105","0.0041"
"2024-03-04_23:54:09","0.0088","0.0063"
"2024-03-04_23:54:10","0.0105","0.0038"
